ATPT_OFCDC_SC_CODE,ATPT_OFCDC_SC_NM,SD_SCHUL_CODE,SCHUL_NM,ENG_SCHUL_NM,SCHUL_KND_SC_NM,HS_SC_NM,HS_GNRL_BUSNS_SC_NM,SPCLY_PURPS_HS_ORD_NM,ENE_BFE_SEHF_SC_NM,LCTN_SC_NM,ORG_RDNMA,ORG_TELNO,HMPG_ADRES,FOND_SC_NM,COEDU_SC_NM,FOND_YMD
Q10,전라남도교육청,8490037,광양고등학교,Gwangyang High School,고등학교,일반고,일반계,,전기,전라남도,전라남도 광양시 봉강면 매천로 667,061-762-3339,http://gwangyang.hs.jne.kr,공립,남,19860316
Q10,전라남도교육청,8490243,광양백운고등학교,Gwangyang Baekun High School,고등학교,일반고,일반계,,전기,전라남도,전라남도 광양시 중마로 250,061-798-9010,http://gwangyangbaekun.hs.jne.kr,공립,남여공학,19950301
Q10,전라남도교육청,8490038,광양여자고등학교,Gwangyang girls High School,고등학교,일반고,일반계,,전기,전라남도,전라남도 광양시 광양읍 인덕로 1039,061-815-2295,http://gwangyangg.hs.jne.kr/,공립,여,19721226
Q10,전라남도교육청,8490078,광양제철고등학교,Gwangyang Jecheol High School,고등학교,자율고,일반계,,전기,전라남도,전라남도 광양시 마로니에길 61,061-798-1133,http://gwangcheol.hs.jne.kr,사립,남여공학,19851230
Q10,전라남도교육청,8490433,광양하이텍고등학교,Gwangyang Hitech High School,고등학교,특성화고,전문계,,전기,전라남도,전라남도 광양시 광양읍 신재로 106,061-760-3010,http://gyh.hs.jne.kr,공립,남여공학,19510831
Q10,전라남도교육청,8490299,광영고등학교,Gwangyeong High School,고등학교,일반고,일반계,,전후기,전라남도,전라남도 광양시 가야로 322,061-795-8442,http://g-yeong.hs.jne.kr,공립,남여공학,20070828
Q10,전라남도교육청,8490039,구례고등학교,GuRye High School,고등학교,일반고,일반계,,전기,전라남도,전라남도 구례군 구례읍 봉성로 15-18,061-780-4700,http://gurye.hs.jne.kr,공립,남여공학,19721226
Q10,전라남도교육청,8490120,구림공업고등학교,Gurim Technical High School,고등학교,특성화고,전문계,,전기,전라남도,전라남도 영암군 군서면 왕인로 453,061-471-6311,http://gurim-tech.hs.jne.kr/,공립,남여공학,19671005
Q10,전라남도교육청,8490079,금성고등학교,Geumseong High School,고등학교,일반고,일반계,,전기,전라남도,전라남도 나주시 건재로 41,061-332-3916,http://njgs.hs.jne.kr,사립,남여공학,19871230
Q10,전라남도교육청,8490040,나주고등학교,Naju High School,고등학교,일반고,일반계,,전기,전라남도,전라남도 나주시 나주천2길 26,061-339-6894,http://naju.hs.jne.kr,공립,남여공학,19510927
Q10,전라남도교육청,8490169,나주공업고등학교,Naju Technical High School,고등학교,특성화고,전문계,,전기,전라남도,전라남도 나주시 건재로 43,061-332-3911,http://naju-tech.hs.jne.kr,사립,남여공학,19721220
Q10,전라남도교육청,8490373,나주상업고등학교,Naju Commercial High School,고등학교,특성화고,전문계,,전기,전라남도,전라남도 나주시 함박산길 23-4,061-334-4602,http://njc.hs.jne.kr,공립,남여공학,19661219
Q10,전라남도교육청,8490301,남악고등학교,Namak High School,고등학교,일반고,일반계,,전기,전라남도,전라남도 무안군 삼향읍 남악4로60번길 24,061-801-2720,http://namak.hs.jne.kr/,공립,남여공학,20080301
Q10,전라남도교육청,8490289,노화고등학교,Nohwa High School,고등학교,일반고,일반계,,전기,전라남도,전라남도 완도군 노화읍 노화로 763-36,061-553-4845,nohwa.hs.jne.kr,공립,남여공학,19800124
Q10,전라남도교육청,8490270,녹동고등학교,Nokdong high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 고흥군 도양읍 비봉뚝길 108,061-840-0260,http://nokdong.hs.jne.kr,공립,남여공학,19740105
Q10,전라남도교육청,8490081,능주고등학교,Neungju high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 화순군 능주면 죽수길 31-2,061-372-1193,http://neungju.hs.jne.kr/,사립,남여공학,19671005
Q10,전라남도교육청,8490375,다향고등학교,Dahyang high school,고등학교,특성화고,전문계,,전기,전라남도,전라남도 보성군 보성읍 녹차로 1364,061-852-2395,http://dahyangv.hs.jne.kr,공립,남여공학,19510925
Q10,전라남도교육청,8490209,담양고등학교,Damyang  high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 담양군 담양읍 천변7길 11,061-380-8913,damyang.hs.jne.kr,공립,남여공학,19680313
Q10,전라남도교육청,8490124,담양공업고등학교,Damyang Technical High School,고등학교,특성화고,전문계,,전기,전라남도,전라남도 담양군 담양읍 죽향대로 1072,061-380-5870,damyang-t.hs.jne.kr,공립,남여공학,19510901
Q10,전라남도교육청,8490041,도초고등학교,Docho high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 신안군 도초면 서남문로 1493,061-270-3910,http://docho.hs.jne.kr,공립,남여공학,19780130
Q10,전라남도교육청,8490320,매성고등학교,Mae Sung High School,고등학교,일반고,일반계,,전기,전라남도,전라남도 나주시 쌍산1길 19,061-320-7600,http://maesung.hs.jne.kr,공립,남여공학,20200301
Q10,전라남도교육청,8490425,목상고등학교,Moksang high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 목포시 소영길 13,061-800-0202,http://moksang.hs.jne.kr,공립,남여공학,19200401
Q10,전라남도교육청,8490043,목포고등학교,Mokpo high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 목포시 산정로224번길 11,061-800-7000,http://mokpo.hs.jne.kr,공립,남,19500622
Q10,전라남도교육청,8490287,목포공업고등학교,Mokpo Technical high school,고등학교,특성화고,전문계,,전기,전라남도,전라남도 목포시 용당로 100,061-800-7100,mokpo-mt.hs.jne.kr,공립,남여공학,19270501
Q10,전라남도교육청,8490082,목포덕인고등학교,Mokpo Deogin high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 목포시 죽선로 39-2,061-240-6400,http://deogin.hs.jne.kr,사립,남,19631010
Q10,전라남도교육청,8490083,목포마리아회고등학교,Mokpo Marianist high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 목포시 양을로 229,061-279-1380,http://marianist.hs.jne.kr/,사립,남,19661119
Q10,전라남도교육청,8490044,목포여자고등학교,Mokpo Girls high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 목포시 청호로 34,061-800-8507,http://mokpo-g.hs.jne.kr/,공립,여,19440330
Q10,전라남도교육청,8490171,목포여자상업고등학교,Mokpo Girls commercial high school,고등학교,특성화고,전문계,,전기,전라남도,전라남도 목포시 영산로 413-3,061-280-1508,mpgch.hs.jne.kr,사립,여,19721229
Q10,전라남도교육청,8490085,목포정명여자고등학교,Mokpo Jeongmyeng Girls High School,고등학교,일반고,일반계,,전기,전라남도,전라남도 목포시 삼일로 45,061-240-5903,http://mpjm.hs.jne.kr,사립,여,19030915
Q10,전라남도교육청,8490045,목포제일여자고등학교,Mokpo Jeil Girls High School,고등학교,일반고,일반계,,전기,전라남도,전라남도 목포시 삼향천로 85,061-260-7500,http://jeil-g.hs.jne.kr,공립,여,19661223
Q10,전라남도교육청,8490587,목포조리과학고등학교,MOKPOCULINARYARTSSCIENCEHIGHSCHOOL,고등학교,특성화고,전문계,,전기,전라남도,전라남도 목포시 상동로 87-1,061-272-9552,http://mpss.hs.jne.kr/,사립,남여공학,19830421
Q10,전라남도교육청,8490273,목포중앙고등학교,Mokpo Joongang High School,고등학교,특성화고,전문계,,전기,전라남도,전라남도 목포시 지적로 36,061-281-1475,http://mokpojoongang.hs.jne.kr,사립,남여공학,19840420
Q10,전라남도교육청,8490086,목포혜인여자고등학교,Mokpo Hyein girls high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 목포시 죽선로 39-2,061-240-6680,http://hyein.hs.jne.kr,사립,여,19671005
Q10,전라남도교육청,8490087,목포홍일고등학교,Mokpo Hongil High School,고등학교,일반고,일반계,,전기,전라남도,전라남도 목포시 북항로 88,061-242-7784,http://hongil.hs.jne.kr/,사립,남,19470605
Q10,전라남도교육청,8490223,무안고등학교,Muan high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 무안군 무안읍 성남1길 61-1,061-455-1000,http://muan.hs.jne.kr/,공립,남여공학,19641205
Q10,전라남도교육청,8490088,문태고등학교,Moontae high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 목포시 용당로 138,061-803-3111,http://moontae.hs.jne.kr,사립,남여공학,19510831
Q10,전라남도교육청,8490288,문향고등학교,Munhyang High School,고등학교,일반고,일반계,,후기,전라남도,전라남도 장성군 장성읍 문화로 94,061-399-3310,http://munhyang.hs.jne.kr,공립,남여공학,19671129
Q10,전라남도교육청,8490213,백제고등학교,Baekje High School,고등학교,일반고,일반계,,전기,전라남도,전라남도 무안군 무안읍 무안로 422,061-450-8200,http://baekje.hs.jne.kr,사립,남여공학,19791121
Q10,전라남도교육청,8490089,벌교고등학교,Beolgyo high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 보성군 벌교읍 채동선로 115,061-859-0100,http://beolgyo.hs.jne.kr,사립,남여공학,19851228
Q10,전라남도교육청,8490413,벌교상업고등학교,Beolgyo Commercial high school,고등학교,특성화고,전문계,,전기,전라남도,전라남도 보성군 벌교읍 홍암로 61,061-859-7633,http://beolgyoc.hs.jne.kr,공립,남여공학,19520429
Q10,전라남도교육청,8490090,벌교여자고등학교,Beolgyo girls' high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 보성군 벌교읍 채동선로 133,061-857-7102,http://beolgyogirls.hs.jne.kr,사립,여,19741227
Q10,전라남도교육청,8490272,법성고등학교,Beopseong high school,고등학교,특성화고,전문계,,전기,전라남도,전라남도 영광군 법성면 용덕로 66,061-357-5640,http://bubsung.hs.jne.kr,공립,남여공학,19510831
Q10,전라남도교육청,8490429,병영상업고등학교,Byeongyeong Commercial High School,고등학교,특성화고,전문계,,전기,전라남도,전라남도 강진군 병영면 하멜로 372,061-432-1006,http://joyschool.hs.jne.kr,공립,남여공학,19651218
Q10,전라남도교육청,8490047,보성고등학교,Boseong high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 보성군 보성읍 용문길 48,061-850-7777,http://boseong.hs.jne.kr,공립,남여공학,19660305
Q10,전라남도교육청,8490048,봉황고등학교,Bonghwang High School,고등학교,일반고,일반계,,전기,전라남도,전라남도 나주시 월정5길 22,061-820-6800,https://bonghwang.hs.jne.kr/user/indexMain.action?siteId=bonghwang_hs#none,공립,남여공학,19810115
Q10,전라남도교육청,8490049,부영여자고등학교,Buyeong Girls High School,고등학교,일반고,일반계,,전기,전라남도,전라남도 여수시 안산1길 172-9,061-680-7630,http://buyeong.hs.jne.kr,공립,여,19950322
Q10,전라남도교육청,8490576,삼계부사관고등학교,Samgye Boosakwan High School,고등학교,특성화고,전문계,,전기,전라남도,전라남도 장성군 삼계면 사창로 47,061-394-4442,http://samgyenco.hs.jne.kr,공립,남여공학,19671007
Q10,전라남도교육청,8490340,삼호고등학교,Samho High School,고등학교,일반고,일반계,,전기,전라남도,전라남도 영암군 삼호읍 방아제로 84,061-462-0583,http://samho.hs.jne.kr,공립,남여공학,20101230
Q10,전라남도교육청,8490052,성전고등학교,Seongjeon high school,고등학교,일반고,일반계,,후기,전라남도,전라남도 강진군 성전면 별뫼로 367-9,061-432-5208,http://seongjeon.hs.jne.kr,공립,남여공학,19661219
Q10,전라남도교육청,8490427,송지고등학교,Songji high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 해남군 송지면 미야길 158-16,061-533-2295,http://songji.hs.jne.kr,공립,남여공학,19691122
Q10,전라남도교육청,8490091,순천강남여자고등학교,Suncheon Gangnam Girls High School,고등학교,일반고,일반계,,전기,전라남도,전라남도 순천시 조례1길 43,061-721-2104,http://gangnam.hs.jne.kr,사립,여,19831230
Q10,전라남도교육청,8490054,순천고등학교,Suncheon high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 순천시 우석로 191,061-759-7333,http://suncheon.hs.jne.kr,공립,남,19380326
Q10,전라남도교육청,8490141,순천공업고등학교,Suncheon Technical  high school,고등학교,특성화고,전문계,,전기,전라남도,전라남도 순천시 유동길 50,061-721-7585,http://sungong.hs.jne.kr,공립,남,19671005
Q10,전라남도교육청,8490092,순천금당고등학교,Suncheon geumdang high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 순천시 기적의도서관1길 34,061-729-6600,http://geumdang.hs.jne.kr,사립,남,19740831
Q10,전라남도교육청,8490093,순천매산고등학교,Suncheon Maesan High School,고등학교,일반고,일반계,,전기,전라남도,전라남도 순천시 영동길 58,061-750-0111,http://maesan.hs.jne.kr,사립,남,19100415
Q10,전라남도교육청,8490094,순천매산여자고등학교,Suncheon Maesan Girls' High School,고등학교,일반고,일반계,,전기,전라남도,전라남도 순천시 매산길 43,061-752-6222,http://msgh.hs.jne.kr,사립,여,19840301
Q10,전라남도교육청,8490519,순천미래과학고등학교,Sunchen Future Science high school,고등학교,특성화고,전문계,,전기,전라남도,전라남도 순천시 서면 순천로 86,061-750-2513,http://scfuture.hs.jne.kr,공립,남여공학,19880301
Q10,전라남도교육청,8490339,순천복성고등학교,suncheon bokseong high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 순천시 해룡면 복성길 17,061-720-4800,http://bokseong.hs.jne.kr,공립,남여공학,20110301
Q10,전라남도교육청,8490055,순천여자고등학교,SunCheon Girls high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 순천시 저전길 54,061-740-0546,suncheon-g.hs.jne.kr,공립,여,19400428
Q10,전라남도교육청,8490230,순천제일고등학교,Suncheon Jeil high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 순천시 중앙로 491-8,061-750-2810,http://scjeil.hs.jne.kr,공립,남여공학,20010914
Q10,전라남도교육청,8490235,순천청암고등학교,suncheon cheongam high school,고등학교,특성화고,전문계,,전기,전라남도,전라남도 순천시 녹색로 1641-1,061-740-6767,http://sca.hs.jne.kr,사립,여,19761228
Q10,전라남도교육청,8490291,순천팔마고등학교,Suncheon Palma High School,고등학교,일반고,일반계,,전기,전라남도,전라남도 순천시 삼산로 140,061-804-2010,http://palma.hs.jne.kr,공립,남여공학,20070301
Q10,전라남도교육청,8490214,순천효산고등학교,Suncheon Hyosan high school,고등학교,특성화고,전문계,,전기,전라남도,전라남도 순천시 삼산로 104,061-750-9500,http://hyosan.hs.jne.kr,사립,남여공학,19791121
Q10,전라남도교육청,8490095,순천효천고등학교,Suncheon Hyocheon High School,고등학교,일반고,일반계,,전기,전라남도,전라남도 순천시 녹색로 1360,061-741-2145,http://hyocheon.hs.jne.kr,사립,남여공학,19831121
Q10,전라남도교육청,8490417,신안해양과학고등학교,Shinan Marine Science High School,고등학교,특성화고,전문계,,전기,전라남도,전라남도 신안군 압해읍 구항길 41,061-271-4151,http://shinanmarine.hs.jne.kr,공립,남여공학,19821130
Q10,전라남도교육청,8490416,안좌고등학교,Anjwa High School,고등학교,특성화고,전문계,,전기,전라남도,전라남도 신안군 안좌면 중부로 790-7,061-262-7076,http://anjwa.hs.jne.kr,공립,남여공학,19741227
Q10,전라남도교육청,8490056,약산고등학교,Yak San high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 완도군 약산면 약산로 366,061-553-8322,http://yaksan.hs.jne.kr,공립,남여공학,19831121
Q10,전라남도교육청,8490057,여남고등학교,Yeonam high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 여수시 남면 우실해안길 5,061-660-0320-7,http://yeonam.hs.jne.kr,공립,남여공학,19841127
Q10,전라남도교육청,8490058,여수고등학교,Yeosu High School,고등학교,일반고,일반계,,전기,전라남도,전라남도 여수시 공화남3길 10,061-690-1301,http://yeosu.hs.jne.kr,공립,남,19510930
Q10,전라남도교육청,8490177,여수공업고등학교,Yeosu Technical High School,고등학교,특성화고,전문계,,전기,전라남도,전라남도 여수시 군자길 75,061-660-2504,http://yeosu-th.hs.jne.kr,사립,남여공학,19470801
Q10,전라남도교육청,8490411,여수석유화학고등학교,Yeosu petrochemistry high school,고등학교,특목고,전문계,산업수요 맞춤형 고등학교,전기,전라남도,전라남도 여수시 대통1길 45,061-6880-710,http://yspetchem.hs.jne.kr,공립,남여공학,19970714
Q10,전라남도교육청,8490059,여수여자고등학교,Yeosu Girls high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 여수시 관문1길 41,061-663-8070,http://ysgh.hs.jne.kr,공립,여,19510901
Q10,전라남도교육청,8490212,여수정보과학고등학교,Yeosu Information Science High School,고등학교,특성화고,전문계,,전기,전라남도,전라남도 여수시 여문2로 148,061-650-6211,http://yosuis.hs.jne.kr,사립,남여공학,19580425
Q10,전라남도교육청,8490096,여수중앙여자고등학교,Yeosu Jungang Girls high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 여수시 덕충6길 79,061-660-5110,http://yscenter.hs.jne.kr,사립,여,19750723
Q10,전라남도교육청,8490286,여수충무고등학교,Yeosu Chungmu High School,고등학교,일반고,일반계,,후기,전라남도,전라남도 여수시 미평7길 16,061-650-3001,http://yschungmu.hs.jne.kr,공립,남여공학,20060301
Q10,전라남도교육청,8490374,여수해양과학고등학교,Yeosu marine science high school,고등학교,특성화고,전문계,,전기,전라남도,전라남도 여수시 돌산읍 돌산로 1201-18,061-644-0207,https://ym-s.hs.jne.kr,공립,남여공학,19800124
Q10,전라남도교육청,8490215,여수화양고등학교,Yeosu Hwayang high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 여수시 화양면 화동로 203,061-690-1703,http://hwayang.hs.jne.kr,공립,남여공학,19830301
Q10,전라남도교육청,8490097,여양고등학교,Yeoyang high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 여수시 소라면 덕양로 345,061-689-5870,http://yeoyang.hs.jne.kr,사립,남여공학,19691122
Q10,전라남도교육청,8490060,여천고등학교,Yeocheon high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 여수시 가곡길 63,061-690-3500,http://yeocheon.hs.jne.kr,공립,남,19851230
Q10,전라남도교육청,8490062,영광고등학교,Yeong-Gwang high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 영광군 영광읍 옥당로 13-22,061-350-9002,http://yk.hs.jne.kr,공립,남여공학,19670114
Q10,전라남도교육청,8490428,영광공업고등학교,Yeongkwang Technical high school,고등학교,특성화고,전문계,,전기,전라남도,전라남도 영광군 영광읍 월현로 34,061-872-0000,http://yeongkwang.hs.jne.kr,공립,남여공학,19510811
Q10,전라남도교육청,8490305,영광전자고등학교,Yeonggwang Electronic High School,고등학교,특성화고,전문계,,전기,전라남도,전라남도 영광군 염산면 칠산로 98-27,061-352-9662,http://ykelec.hs.jne.kr,공립,남여공학,19861122
Q10,전라남도교육청,8490325,영산고등학교,Yeongsan high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 나주시 영강길 32,061-332-4813,http://yeongsan.hs.jne.kr,사립,남여공학,19661117
Q10,전라남도교육청,8490098,영산성지고등학교,YOUNGSANSUNGJI High School,고등학교,일반고,일반계,,전기,전라남도,전라남도 영광군 백수읍 성지로 1218-6,061-352-6351,yssj.hs.jne.kr,사립,남여공학,19971226
Q10,전라남도교육청,8490063,영암고등학교,Yeong Am high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 영암군 영암읍 영암초중고길 40,061-473-2030,http://yeongam.hs.jne.kr,공립,남,19511006
Q10,전라남도교육청,8490064,영암낭주고등학교,Yeongam Nangju high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 영암군 학산면 영산로 76-35,061-472-4139,http://ya-nangju.hs.jne.kr/,공립,남여공학,19761228
Q10,전라남도교육청,8490099,영암여자고등학교,Yeong-Am girls high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 영암군 영암읍 여중고길 12,061-473-2674,yeongam-g.hs.jne.kr,사립,여,19741227
Q10,전라남도교육청,8490100,영흥고등학교,YeongHeung high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 목포시 삼각로43번길 9,061-283-6012,http://yeongheung.hs.jne.kr/,사립,남여공학,19030909
Q10,전라남도교육청,8490101,예당고등학교,Yedang  High School,고등학교,일반고,일반계,,후기,전라남도,전라남도 보성군 득량면 예당길 155-12,061-853-7885,http://yedang.hs.jne.kr,사립,남여공학,19651231
Q10,전라남도교육청,8490102,옥과고등학교,Ok-Gwa high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 곡성군 옥과면 대학로 99,061-360-5600,http://okgwa.hs.jne.kr,사립,남여공학,19501201
Q10,전라남도교육청,8490065,완도고등학교,Wando High School,고등학교,일반고,일반계,,전기,전라남도,전라남도 완도군 완도읍 개포로135번길 55,061-550-0313,http://wando.hs.jne.kr,공립,남여공학,19740105
Q10,전라남도교육청,8490066,완도금일고등학교,Wando Geumil High School,고등학교,일반고,일반계,,전기,전라남도,전라남도 완도군 금일읍 금일로 420,061-555-2673,http://geumil.hs.jne.kr,공립,남여공학,19741227
Q10,전라남도교육청,8490151,완도수산고등학교,Wando Fisheries High School,고등학교,특목고,전문계,산업수요 맞춤형 고등학교,전기,전라남도,전라남도 완도군 완도읍 장보고대로 141,061-552-3372,http://wandosugo.hs.jne.kr,공립,남여공학,19510831
Q10,전라남도교육청,8490377,임자고등학교,Imja high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 신안군 임자면 임자로 230-9,061-275-3144,http://imja.hs.jne.kr,공립,남여공학,19851228
Q10,전라남도교육청,8490103,장성고등학교,Jangseong high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 장성군 장성읍 영천월산길 63,061-393-8387,http://jangseong.hs.jne.kr,사립,남여공학,19841127
Q10,전라남도교육청,8490458,장성하이텍고등학교,Jangseong hitech highschool,고등학교,특성화고,전문계,,전기,전라남도,전라남도 장성군 장성읍 단풍로 72,061-399-5600,http://jangseongv.hs.jne.kr,공립,남여공학,19510301
Q10,전라남도교육청,8490067,장흥고등학교,Jangheung High School,고등학교,일반고,일반계,,전기,전라남도,전라남도 장흥군 장흥읍 학사길 13,061-863-2704,jangheung.hs.jne.kr ,공립,남여공학,19510925
Q10,전라남도교육청,8490068,장흥관산고등학교,Jangheung Gwansan high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 장흥군 관산읍 당월길 9,061-867-3102,http://gwansan.hs.jne.kr,공립,남여공학,19740105
Q10,전라남도교육청,8490069,전남과학고등학교,Jeonnam science high school,고등학교,특목고,일반계,과학계열,전기,전라남도,전라남도 나주시 금천면 오강길 33,061-330-2300,http://jeonnam-sh.hs.jne.kr,공립,남여공학,19920130
Q10,전라남도교육청,8490376,전남기술과학고등학교,Jeonnam technical science high school,고등학교,특성화고,전문계,,전기,전라남도,전라남도 화순군 화순읍 만연로 160-25,061-370-7500,http://jts.hs.jne.kr,공립,남여공학,19790131
Q10,전라남도교육청,8490577,전남미래자동차고등학교,Jeonnam miraejadongcha high school,고등학교,특성화고,전문계,,전기,전라남도,전라남도 장흥군 장흥읍 행원강변길,061-863-2993,http://jeongnamjin.hs.jne.kr,공립,남여공학,19700313
Q10,전라남도교육청,8490239,전남미용고등학교,Jeonnam Beauty High School,고등학교,특성화고,전문계,,전기,전라남도,전라남도 나주시 영산포로 182-9,061-332-1181,http://jn-beauty.hs.jne.kr,공립,남여공학,19670202
Q10,전라남도교육청,8490319,전남보건고등학교,Jeonnam Medicalservices High School,고등학교,특성화고,전문계,,전기,전라남도,전라남도 함평군 월야면 문화로 685-18,061-323-8368,http://jnmds.hs.jne.kr,공립,남여공학,19721226
Q10,전라남도교육청,8490296,전남생명과학고등학교,Jeonnam Life Science High School,고등학교,특목고,전문계,산업수요 맞춤형 고등학교,전기,전라남도,전라남도 강진군 강진읍 교촌길 23,061-430-6200,http://jn-life.hs.jne.kr,공립,남여공학,19370505
Q10,전라남도교육청,8490516,전남에너지고등학교,JEONNAM ENERGY HIGHSCHOOL,고등학교,특성화고,전문계,,전기,전라남도,전라남도 영암군 신북면 황금동로 16-13,061-472-9158,https://jnenergy.hs.jne.kr,공립,남여공학,19721227
Q10,전라남도교육청,8490180,전남예술고등학교,Jeonnam Arts high school,고등학교,특목고,전문계,예술계열,전기,전라남도,전라남도 무안군 삼향읍 삼향중앙로 31,061-281-6448,http://jeonnamarts.hs.jne.kr/,사립,남여공학,19890130
Q10,전라남도교육청,8490070,전남외국어고등학교,Jeonnam Foreign Language high school,고등학교,특목고,일반계,외국어계열,전기,전라남도,전라남도 나주시 영나로 2434,061-333-1056,http://jeonnam-fh.hs.jne.kr/,공립,남여공학,19931206
Q10,전라남도교육청,8490316,전남자연과학고등학교,Jeonnam Natural Science High School,고등학교,특성화고,전문계,,전기,전라남도,전라남도 구례군 구례읍 구례로 409,061-782-2691,http://jns.hs.jne.kr,공립,남여공학,19510831
Q10,전라남도교육청,8490290,전남조리과학고등학교,jeonnam Culinary Arts Science high school,고등학교,특성화고,전문계,,전기,전라남도,전라남도 곡성군 곡성읍 학교로 71,061-360-2200,http://jcas.hs.jne.kr,공립,남여공학,19510831
Q10,전라남도교육청,8490242,전남체육고등학교,Jeonnam Physical Education High School,고등학교,특목고,전문계,체육계열,전기,전라남도,전라남도 무안군 일로읍 일로로 126,061-801-0104,http://jnpschool.hs.jne.kr,공립,남여공학,20030301
Q10,전라남도교육청,8490227,조도고등학교,Jodo high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 진도군 조도면 명지길 64,061-542-5144,http://jodo.hs.jne.kr,공립,남여공학,19810127
Q10,전라남도교육청,8490283,중마고등학교,Jungma High School,고등학교,일반고,일반계,,후기,전라남도,전라남도 광양시 등논4길 40,061-815-7700,http://jungma.hs.jne.kr,공립,남여공학,20060301
Q10,전라남도교육청,8490248,지명고등학교,Jimyeong High School,고등학교,일반고,일반계,,전기,전라남도,전라남도 신안군 지도읍 해제지도로 1362,061-275-0321,http://jimyung.hs.jne.kr,공립,남여공학,19820115
Q10,전라남도교육청,8490104,진도고등학교,Jindo high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 진도군 진도읍 동외4길 117-5,061-544-2025,http://jindo.hs.jne.kr/,사립,남여공학,19671214
Q10,전라남도교육청,8490415,진도국악고등학교,Jindo Korean classical music high school,고등학교,특목고,전문계,예술계열,전기,전라남도,전라남도 진도군 임회면 석교길 20-4,061-543-3048,http://jindogukak.hs.jne.kr,공립,남여공학,19820310
Q10,전라남도교육청,8490159,진도실업고등학교,Jindo Vocational High School,고등학교,특성화고,전문계,,전기,전라남도,전라남도 진도군 진도읍 교동3길 10,061-544-2026,http://jindosilgo.hs.jne.kr,공립,남여공학,19370417
Q10,전라남도교육청,8490276,진성여자고등학교,JIN-SEONG GIRLS HIGH SCHOOL,고등학교,특성화고,전문계,,전기,전라남도,전라남도 여수시 봉강서4길 3,061-640-2103,jsg.hs.jne.kr,사립,여,19661219
Q10,전라남도교육청,8490105,창평고등학교,Changpyeong high school,고등학교,일반고,일반계,,전기,전라남도,전라남도 담양군 창평면 창평로 582,061-380-5201,http://changpyeong.hs.jne.kr,사립,남여공학,19791121
Q10,전라남도교육청,8490220,하의고등학교,Haui High School,고등학교,일반고,일반계,,전기,전라남도,전라남도 신안군 하의면 곰실길 11-8,061-275-4019,http://hi-go.hs.jne.kr,공립,남여공학,19851228
Q10,전라남도교육청,8490414,한국말산업고등학교,Korea Horse Industry high school,고등학교,특성화고,전문계,,전기,전라남도,전라남도 장흥군 대덕읍 도청신월로 155,061-860-8020,http://korhorse.hs.jne.kr,공립,남여공학,19841127
Q10,전라남도교육청,8490412,한국바둑고등학교,Korea Baduk high school,고등학교,특목고,전문계,체육계열,전기,전라남도,전라남도 순천시 주암면 조달진로 27,061-759-1818,http://kbd.hs.jne.kr,공립,남여공학,19711227
Q10,전라남도교육청,8490468,한국창의예술고등학교,Korea High School of Creative Arts,고등학교,특목고,전문계,예술계열,전기,전라남도,전라남도 광양시 중마로 400,061-818-3200,http://koreaarts.hs.jne.kr,공립,남여공학,20190813
